Account_Seq_Number__c,Id,Renewal_Mode__c,Account_Name__c,ContractNumber,StartDate,EndDate,SBQQ__RenewalOpportunity__c,SBQQ__RenewalOpportunity__r.Name,SBQQ__RenewalOpportunity__r.StageName
2607375-0,800Do000000xe48IAA,Auto,G.R.C. Plumbing,7089415,2023-04-01,2025-03-31,006Do000002RZ82IAG,2025 - G.R.C. Plumbing - Renewal,Discovery
4876307-0,800Do000000xe4DIAQ,Manual,"Bird Control, Inc.",7089416,2023-04-01,2024-03-31,006Do000002RZ90IAG,"2024 - Bird Control, Inc. - Renewal",Discovery
8839307-0,800Do000000xe4NIAQ,Auto,Super Copy,7089418,2023-03-14,2024-03-13,006Do000002RZ9tIAG,2024 - Super Copy - Renewal,Discovery
9032588-0,800Do000000xe4SIAQ,Auto,Helping Hands Home Improvements,7089419,2023-03-14,2024-03-13,006Do000002RZAmIAO,2024 - Helping Hands Home Improvements - Renewal,Discovery
7168728-0,800Do000000xe4cIAA,Auto,"Nail Stone Contracting, Inc.",7089421,2023-04-01,2025-03-31,006Do000002RZD2IAO,"2025 - Nail Stone Contracting, Inc. - Renewal",Discovery
5483976-0,800Do000000xe4hIAA,Auto,Niemela Design And Construction LLC,7089422,2023-04-01,2024-03-31,006Do000002RZDCIA4,2024 - Niemela Design And Construction LLC - Renewal,Discovery
8494590-0,800Do000000xe4wIAA,Manual,Vertical Plumbing LLC,7089424,2023-04-01,2025-03-31,006Do000002RZFIIA4,2025 - Vertical Plumbing LLC - Renewal,Discovery
130003-1,800Do000000xe51IAA,Auto,MCS Environmental Services,7089425,2023-03-01,2025-02-28,006Do000002RZGQIA4,2025 - MCS Environmental Services - Renewal,Discovery
4882631-0,800Do000000xe56IAA,Auto,TriVAN Roofing,7089426,2023-08-01,2025-07-31,006Do000002RZHYIA4,2025 - TriVAN Roofing - Renewal,Discovery
9027842-0,800Do000000xe5BIAQ,Auto,Peyton Trucking & Construction,7089427,2023-03-14,2024-03-13,006Do000002RZKDIA4,2024 - Peyton Trucking & Construction - Renewal,Discovery
3040246-0,800Do000000xe5LIAQ,Auto,"Handi-Hut, Inc.",7089429,2023-02-10,2024-02-09,006Do000002RZLVIA4,"2024 - Handi-Hut, Inc. - Renewal",Discovery
9040747-0,800Do000000xe5aIAA,Auto,Luna Cleaning LLC,7089431,2023-03-27,2024-03-26,006Do000002RZMJIA4,2024 - Luna Cleaning LLC - Renewal,Discovery
583945-1,800Do000000xe5fIAA,Auto,"Chappelle Mechanical, Inc.",7089432,2023-03-14,2024-03-13,006Do000002RZMOIA4,"2024 - Chappelle Mechanical, Inc. - Renewal",Discovery
485900-0,800Do000000xe5kIAA,Auto,"Maddox Materials, LLC",7089433,2024-01-01,2025-12-31,006Do000002RZMTIA4,"2026 - Maddox Materials, LLC - Renewal",Discovery
9037506-0,800Do000000xe5pIAA,Auto,Zauber Woodworks LLC,7089434,2023-03-14,2024-03-13,006Do000002RZMYIA4,2024 - Zauber Woodworks LLC - Renewal,Discovery
967193-0,800Do000000xe7RIAQ,Auto,"C.L. Noonan Container Service, Inc.",7089436,2023-04-01,2025-03-31,006Do000002RZhsIAG,Renewal Opportunity,Discovery
9040181-0,800Do000000xe7lIAA,Auto,D'Agostino Bros.,7089439,2023-03-20,2024-03-19,006Do000002RZjFIAW,Renewal Opportunity,Discovery
9040619-0,800Do000000xe7qIAA,Auto,SEJ Paving,7089440,2023-04-01,2025-03-31,006Do000002RZjjIAG,Renewal Opportunity,Discovery
9038359-0,800Do000000xe85IAA,Manual,"Nova Shotcrete, Inc.",7089441,2023-03-15,2024-03-14,006Do000002RZlaIAG,Renewal Opportunity,Discovery
354219-0,800Do000000xe8ZIAQ,Auto,Market Contractors Casework,7089444,2023-04-01,2025-03-31,,,
7488945-0,800Do000000xe9SIAQ,Manual,Blackhorn Fences & Welding,7089446,2023-05-01,2025-04-30,006Do000002Ra5BIAS,2025 - Blackhorn Fences & Welding - Renewal,Discovery
446758-0,800Do000000xe9XIAQ,Auto,K & L HVAC,7089447,2023-04-01,2025-03-31,006Do000002Ra5GIAS,2025 - K & L HVAC - Renewal,Discovery
262805-0,800Do000000xe9rIAA,Auto,All Purpose Paving,7089451,2023-04-01,2024-03-31,006Do000002RaClIAK,2024 - All Purpose Paving - Renewal,Discovery
6624557-0,800Do000000xe9wIAA,Auto,Slicks Graphics,7089452,2023-03-16,2024-03-15,006Do000002RaCqIAK,2024 - Slicks Graphics - Renewal,Discovery
721841-0,800Do000000xeA1IAI,Auto,"Unlimited Specialties Co., Inc.",7089453,2023-04-01,2025-03-31,006Do000002RaD5IAK,"2025 - Unlimited Specialties Co., Inc. - Renewal",Discovery
3099485-0,800Do000000xeA6IAI,Manual,Absolute Termite & Pest Control LLC,7089454,2023-03-20,2024-03-19,006Do000002RaDPIA0,2024 - Absolute Termite & Pest Control LLC - Renewal,Discovery
2645255-0,800Do000000xeALIAY,Auto,M.J. Mac Inc.,7089457,2023-04-01,2025-03-31,006Do000002RaFuIAK,2025 - M.J. Mac Inc. - Renewal,Discovery
301317-0,800Do000000xeAzIAI,Auto,R.Z. Contracting Corporation,7089458,2023-03-01,2024-02-29,006Do000002RaKkIAK,2024 - R.Z. Contracting Corporation - Renewal,Discovery
2644039-0,800Do000000xeBJIAY,Auto,Gavin Electric LLC,7089459,2023-04-01,2025-03-31,006Do000002RaMMIA0,2025 - Gavin Electric LLC - Renewal,Discovery
9040150-0,800Do000000xeBTIAY,Auto,YLD Fence & Construction Services LLC,7089461,2023-03-15,2024-03-14,006Do000002RaOXIA0,2024 - YLD Fence & Construction Services Llc - Renewal,Discovery
616022-0,800Do000000xeBYIAY,Auto,Coast to Coast Mechanical LLC dba Coastal Mechanical,7089462,2023-04-01,2024-03-31,006Do000002RaP6IAK,2024 - Coast to Coast Mechanical LLC dba Coastal Mechanical - Renewal,Discovery
59978-0,800Do000000xeBdIAI,Auto,Accurate Foundation Repair,7089463,2023-04-01,2024-03-31,006Do000002RaPkIAK,2024 - Accurate Foundation Repair - Renewal,Discovery
7117854-0,800Do000000xeBiIAI,Auto,Global Polishing Solutions,7089464,2023-04-01,2024-03-31,006Do000002RaQ9IAK,2024 - Global Polishing Solutions - Renewal,Discovery
5529975-0,800Do000000xeC2IAI,Auto,Long Island Mason And Concrete Corporation,7089467,2023-03-08,2024-03-07,006Do000002RaSUIA0,2024 - Long Island Mason And Concrete Corporation - Renewal,Discovery
5966667-0,800Do000000xeCRIAY,Auto,Geotech Enterprises Inc.,7089469,2023-04-01,2024-03-31,006Do000002RaULIA0,2024 - Geotech Enterprises Inc. - Renewal,Discovery
9041667-0,800Do000000xeCWIAY,Auto,Get It Done Cleaning LLC,7089470,2023-04-01,2024-03-31,006Do000002RaWCIA0,2024 - Get It Done Cleaning LLC - Renewal,Discovery
3150393-0,800Do000000xeCbIAI,Auto,"Joe Whitters Landscaping, Inc.",7089471,2023-03-15,2024-03-14,006Do000002RaWMIA0,"2024 - Joe Whitters Landscaping, Inc. - Renewal",Discovery
354197-11,800Do000000xeCgIAI,Auto,F & H Construction,7089472,2023-04-01,2024-03-31,006Do000002RaXFIA0,2024 - F & H Construction - Renewal,Discovery
306695-0,800Do000000xeClIAI,Manual,United American Metal Works,7089473,2023-04-01,2024-03-31,006Do000002RaXjIAK,2024 - United American Metal Works - Renewal,Discovery
2897-0,800Do000000xeCqIAI,Auto,"American HVAC, Inc.",7089474,2023-04-01,2024-03-31,006Do000002RaXtIAK,"2024 - American HVAC, Inc. - Renewal",Discovery
709033-0,800Do000000xeD5IAI,Manual,"Tri-State Steel Erectors, Inc.",7089475,2023-04-01,2025-03-31,006Do000002RaZQIA0,"2025 - Tri-State Steel Erectors, Inc. - Renewal",Discovery
645602-0,800Do000000xeDAIAY,Expire,Seaboard Steel,7089476,2023-04-01,2024-03-31,006Do000002RaZaIAK,2024 - Seaboard Steel - Renewal,Closed Lost
633710-0,800Do000000xeDFIAY,Auto,Salco Mechanical Contractors,7089477,2023-03-15,2025-03-14,006Do000002RaZfIAK,2025 - Salco Mechanical Contractors - Renewal,Discovery
6783916-0,800Do000000xeDKIAY,Auto,Signarama of Asheville,7089478,2023-04-01,2024-03-31,006Do000002RaZuIAK,2024 - Signarama - Renewal,Discovery
295524-0,800Do000000xeDUIAY,Auto,Carpet City Flooring Center,7089479,2023-04-01,2025-03-31,006Do000002RaaTIAS,2025 - Carpet City Flooring Center - Renewal,Discovery
451072-0,800Do000000xeDeIAI,Auto,"Cabinet Plus, Inc.",7089480,2023-04-01,2025-03-31,006Do000002RaasIAC,"2025 - Cabinet Plus, Inc. - Renewal",Discovery
258519-0,800Do000000xeDjIAI,Auto,"W.B. Witco Inc. - Woman Based Whatever It Takes Company, Inc.",7089481,2023-04-01,2025-03-31,006Do000002RabMIAS,"2025 - W.B. Witco Inc. - Woman Based Whatever It Takes Company, Inc. - Renewal",Discovery
597083-0,800Do000000xeE8IAI,Auto,BRADLEY SCIOCCHETTI INC,7089483,2023-04-01,2025-03-31,006Do000002RagRIAS,2025 - BRADLEY SCIOCCHETTI INC - Renewal,Discovery
933875-0,800Do000000xeEDIAY,Auto,All Pro Glass,7089484,2023-04-01,2025-03-31,006Do000002RagvIAC,2025 - All Pro Glass - Renewal,Discovery
99215-1,800Do000000xeEIIAY,Auto,"Norman's Glass, Inc.",7089485,2023-04-01,2025-03-31,006Do000002Rah0IAC,"2025 - Norman's Glass, Inc. - Renewal",Discovery
3750556-0,800Do000000xeENIAY,Manual,Steele Construction Corp.,7089486,2023-04-01,2025-03-31,006Do000002Rah5IAC,2025 - Steele Construction Corp. - Renewal,Discovery
168078-0,800Do000000xeESIAY,Auto,Baxter Associates Inc.,7089487,2023-04-01,2025-03-31,006Do000002RahKIAS,2025 - Baxter Associates Inc. - Renewal,Discovery
5302397-0,800Do000000xeEXIAY,Manual,Integrated Electrical Contractors,7089488,2023-04-01,2025-03-31,006Do000002RahUIAS,2025 - Integrated Electrical Contractors - Renewal,Discovery
8844153-0,800Do000000xeFGIAY,Auto,Guilherme Engineering,7089497,2023-04-14,2024-04-13,006Do000002RaiXIAS,2024 - Guilherme Engineering - Renewal,Discovery
8915005-0,800Do000000xeODIAY,Auto,Ashar Global Services LLC,7089614,2023-03-16,2024-03-15,006Do000002RaudIAC,2024 - Ashar Global Services LLC - Renewal,Discovery
449890-0,800Do000000xePBIAY,Auto,PCS Concrete,7089626,2023-04-01,2024-03-31,006Do000002RavgIAC,2024 - PCS Concrete - Renewal,Discovery
278028-0,800Do000000xeTIIAY,Auto,"Winfield Tile, Inc.",7089683,2023-04-01,2025-03-31,006Do000002Rb0vIAC,"2025 - Winfield Tile, Inc. - Renewal",Discovery
912184-1,800Do000000xegqIAA,Auto,B.M. Plumbing & Fire Protection Inc.,7089877,2023-04-01,2025-03-31,006Do000002RbBvIAK,2025 - B.M. Plumbing & Fire Protection Inc. - Renewal,Discovery
9035738-0,800Do000000xel7IAA,Auto,West Coast Patching,7089934,2023-04-01,2024-03-31,006Do000002RbJiIAK,2024 - West Coast Patching - Renewal,Discovery
9028308-0,800Do000000xelMIAQ,Auto,Relentless Lath & Plastering,7089937,2023-03-16,2024-03-15,006Do000002RbJxIAK,2024 - Relentless Lath & Plastering - Renewal,Discovery
8845696-0,800Do000000xelRIAQ,Auto,"RK Welding, LLC",7089938,2023-03-16,2024-03-15,006Do000002RbK2IAK,"2024 - RK Welding, LLC - Renewal",Discovery
8524759-0,800Do000000xemeIAA,Auto,Garcia Floor Covering LLC,7089939,2023-03-16,2024-03-15,006Do000002RbbAIAS,2024 - Garcia Floor Covering LLC - Renewal,Discovery
129930-3,800Do000000xemjIAA,Auto,Nicolock Paving Stones,7089940,2023-03-16,2024-03-15,006Do000002RbbKIAS,2024 - Nicolock Paving Stones - Renewal,Discovery
9038335-0,800Do000000xemyIAA,Manual,Mount Pleasant Pressure Washing,7089943,2023-03-16,2024-03-15,006Do000002Rbc8IAC,2024 - Mount Pleasant Pressure Washing - Renewal,Discovery
530864-0,800Do000000xen3IAA,Auto,Holt Mechanical,7089944,2023-04-01,2025-03-31,006Do000002RbcIIAS,2025 - Holt Mechanical - Renewal,Discovery
9037489-0,800Do000000xen8IAA,Auto,East Coast Hydro Solutions LLC,7089945,2023-03-27,2024-03-26,006Do000002RbcXIAS,2024 - East Coast Hydro Solutions LLC - Renewal,Discovery
9035927-0,800Do000000xenmIAA,Auto,"Southwest Mechanical Service, Inc.",7089950,2023-03-31,2024-03-30,006Do000002RcAhIAK,"2024 - Southwest Mechanical Service, Inc. - Renewal",Discovery
9041687-0,800Do000000xenrIAA,Auto,Tech MD LLC,7089951,2023-04-01,2024-03-31,006Do000002RcB1IAK,2024 - Tech MD LLC - Renewal,Discovery
622849-0,800Do000000xenwIAA,Auto,"Challenger Fence, Inc.",7089952,2023-04-01,2025-03-31,006Do000002RcB6IAK,"2025 - Challenger Fence, Inc. - Renewal",Discovery
5968225-0,800Do000000xeo1IAA,Manual,R. Vasquez Drywall Inc.,7089953,2023-04-01,2025-03-31,006Do000002RcBBIA0,2025 - R. Vasquez Drywall Inc. - Renewal,Discovery
616335-0,800Do000000xeo6IAA,Manual,Hahn Construction Engineering Contractors Inc.,7089954,2023-04-01,2025-03-31,006Do000002RcCOIA0,2025 - Hahn Construction Engineering Contractors Inc. - Renewal,Discovery
5603576-0,800Do000000xeoaIAA,Manual,Green America Glass & Mirror,7089959,2023-04-01,2025-03-31,006Do000002RcEUIA0,2025 - Green America Glass & Mirror - Renewal,Discovery
8631710-0,800Do000000xeofIAA,Auto,Stone Systems Of Houston,7089960,2023-03-16,2024-03-15,006Do000002RcG6IAK,2024 - Stone Systems Of Houston - Renewal,Discovery
19814-0,800Do000000xeokIAA,Auto,"L & M Underground, Inc.",7089961,2023-03-16,2024-03-15,006Do000002RcGVIA0,"2024 - L & M Underground, Inc. - Renewal",Discovery
7537706-0,800Do000000xeopIAA,Manual,Hoosier Winsupply,7089962,2023-03-16,2024-03-15,006Do000002RcH9IAK,2024 - Hoosier Winsupply - Renewal,Discovery
9036081-0,800Do000000xeozIAA,Auto,Moir Electric,7089964,2023-03-16,2024-03-15,006Do000002RcIlIAK,2024 - Moir Electric - Renewal,Discovery
9039304-0,800Do000000xep4IAA,Auto,Elk River Cleaning LLC,7089965,2023-04-01,2024-03-31,006Do000002RcJFIA0,2024 - Elk River Cleaning LLC - Renewal,Discovery
9041675-0,800Do000000xep9IAA,Auto,Southern Concrete Construction LLC,7089966,2023-03-20,2024-03-19,006Do000002RcJPIA0,2024 - Southern Concrete Construction LLC - Renewal,Discovery
9039739-0,800Do000000xepEIAQ,Auto,RHS AC Services LLC,7089967,2023-04-01,2024-03-31,006Do000002RcJyIAK,2024 - RHS AC Services LLC - Renewal,Discovery
8002475-0,800Do000000xepJIAQ,Auto,"Simons Construction Group, Inc.",7089968,2023-03-16,2025-03-15,006Do000002RcJBIA0,"2025 - Simons Construction Group, Inc. - Renewal",Discovery
2581994-0,800Do000000xepOIAQ,Manual,"Ramon Carpet Service, Inc.",7089969,2023-04-01,2025-03-31,006Do000002RcKIIA0,"2025 - Ramon Carpet Service, Inc. - Renewal",Discovery
4787504-0,800Do000000xepTIAQ,Auto,Dave's Roofing LLC,7089970,2023-03-16,2024-03-15,006Do000002RcKmIAK,2024 - Dave's Roofing LLC - Renewal,Discovery
8019220-0,800Do000000xepYIAQ,Manual,"HERDIZ Construction, Inc.",7089971,2023-04-01,2024-03-31,006Do000002RcKrIAK,"2024 - HERDIZ Construction, Inc. - Renewal",Discovery
8547424-0,800Do000000xepdIAA,Auto,"Graham-Tech Environmental Service, LLC",7089972,2023-03-16,2025-03-15,006Do000002RcLVIA0,"2025 - Graham-Tech Environmental Service, LLC - Renewal",Discovery
8934023-0,800Do000000xepiIAA,Auto,Dilworth Home Improvement,7089973,2023-03-24,2024-03-23,006Do000002RcLaIAK,2024 - Dilworth Home Improvement - Renewal,Discovery
937205-0,800Do000000xeqWIAQ,Auto,"Valley Concrete, Inc.",7089975,2023-04-01,2025-03-31,006Do000002RcSqIAK,"2025 - Valley Concrete, Inc. - Renewal",Discovery
790715-0,800Do000000xeqgIAA,Auto,"Sentinel Electric, Inc.",7089976,2023-04-01,2024-03-31,006Do000002RcTPIA0,"2024 - Sentinel Electric, Inc. - Renewal",Discovery
365171-0,800Do000000xeqlIAA,Auto,"W & M Contracting, LLC",7089977,2023-04-01,2025-03-31,006Do000002RcToIAK,"2025 - W & M Contracting, LLC - Renewal",Discovery
9035161-0,800Do000000xerFIAQ,Auto,Real World Technologies,7089981,2023-03-20,2024-03-19,006Do000002RcWJIA0,2024 - Real World Technologies - Renewal,Discovery
8380950-0,800Do000000xerKIAQ,Auto,Redoak Construction Inc.,7089982,2023-03-16,2024-03-15,006Do000002RcWdIAK,2024 - Redoak Construction Inc. - Renewal,Discovery
9041672-0,800Do000000xerPIAQ,Auto,Alvarez Drywall,7089983,2023-04-01,2024-03-31,006Do000002RcXHIA0,2024 - Alvarez Drywall - Renewal,Discovery
4885562-0,800Do000000xeroIAA,Manual,"Halo Electrical Contractor, Inc.",7089985,2023-04-01,2025-03-31,006Do000002RcauIAC,"2025 - Halo Electrical Contractor, Inc. - Renewal",Discovery
6170304-0,800Do000000xeryIAA,Manual,Klima Mechanical Contractors,7089986,2023-04-01,2025-03-31,006Do000002RcbiIAC,2025 - Klima Mechanical Contractors - Renewal,Discovery
674140-0,800Do000000xes3IAA,Auto,Stanker & Galetto Inc.,7089987,2023-04-01,2024-03-31,006Do000002RcdtIAC,2024 - Stanker & Galetto Inc. - Renewal,Discovery
82535-0,800Do000000xesIIAQ,Auto,"McDaniel Construction, Inc.",7089989,2023-04-01,2025-03-31,006Do000002Rcg8IAC,"2025 - McDaniel Construction, Inc. - Renewal",Discovery
7224828-0,800Do000000xescIAA,Auto,"Millennium Professional Coatings, Inc.",7089990,2023-04-01,2025-03-31,006Do000002Rcj4IAC,"2025 - Millennium Professional Coatings, Inc. - Renewal",Discovery
383831-0,800Do000000xetBIAQ,Auto,Davis Construction House & Building Movers,7089992,2023-04-01,2025-03-31,006Do000002Rcu3IAC,2025 - Davis Construction House & Building Movers - Renewal,Discovery
7906865-0,800Do000000xetQIAQ,Auto,Air Touch HVAC,7089994,2023-04-01,2025-03-31,006Do000002RcvVIAS,2025 - Air Touch HVAC - Renewal,Discovery
8537737-0,800Do000000xetpIAA,Auto,Laneco,7089998,2023-03-20,2024-03-19,,,
8976654-0,800Do000000xetuIAA,Auto,ET Cleaning Service LLC,7089999,2023-03-17,2024-03-16,,,
8551618-0,800Do000000xetzIAA,Auto,Nexgen Restoration & Roofing LLC,7090000,2023-03-17,2024-03-16,,,
9017623-0,800Do000000xevbIAA,Auto,Avanten LLC,7090004,2023-03-27,2024-03-26,006Do000002RdIqIAK,2024 - Avanten LLC - Renewal,Discovery
9041684-0,800Do000000xezsIAA,Auto,Lake Country Electric,7090057,2023-04-01,2024-03-31,006Do000002RdLvIAK,2024 - Lake Country Electric - Renewal,Discovery
232022-0,800Do000000xezxIAA,Auto,"A-1 Wholesale Fence and Building Materials, Inc.",7090058,2023-05-01,2025-04-30,006Do000002RdWsIAK,"2025 - A-1 Wholesale Fence and Building Materials, Inc. - Renewal",Discovery
146332-0,800Do000000xf0qIAA,Manual,"East Coast Flag & Flagpole, Inc.",7090062,2023-04-01,2025-03-31,006Do000002RdauIAC,"2025 - East Coast Flag & Flagpole, Inc. - Renewal",Discovery
8896803-0,800Do000000xf10IAA,Auto,Patriot Container LLC,7090063,2023-03-17,2024-03-16,006Do000002RdbTIAS,Renewal Opportunity,Discovery
2069351-0,800Do000000xf15IAA,Auto,Walter Whiddon & Associates,7090064,2023-03-22,2024-03-21,006Do000002RdYfIAK,Renewal Opportunity,Discovery
7842967-0,800Do000000xf1UIAQ,Manual,To The Rescue Property Management Services,7090066,2023-04-01,2025-03-31,006Do000002RdfQIAS,Renewal Opportunity,Discovery
5730415-0,800Do000000xf1ZIAQ,Auto,Door Solutions USA,7090067,2023-04-01,2025-03-31,006Do000002RdffIAC,Renewal Opportunity,Discovery
256627-0,800Do000000xf28IAA,Manual,ModernCrete Concrete Design,7090068,2023-04-01,2025-03-31,006Do000002RdkVIAS,Renewal Opportunity,Discovery
297008-0,800Do000000xf2DIAQ,Auto,Durabond Company,7090069,2023-04-01,2025-03-31,006Do000002Rdl4IAC,Renewal Opportunity,Discovery
8286756-0,800Do000000xf2IIAQ,Manual,"7Glass, Inc.",7090070,2023-04-01,2025-03-31,006Do000002RdlTIAS,Renewal Opportunity,Discovery
8557368-0,800Do000000xf2NIAQ,Auto,AMCS Tech Group,7090071,2023-04-01,2025-03-31,006Do000002Rdm2IAC,Renewal Opportunity,Discovery
9029360-0,800Do000000xf3QIAQ,Auto,Kenneth Castro Construction LLC,7090080,2023-03-17,2024-03-16,006Do000002Rdw2IAC,Renewal Opportunity,Discovery
4712995-0,800Do000000xf3VIAQ,Auto,Quality Street Service,7090081,2023-04-01,2025-03-31,006Do000002RdwRIAS,Renewal Opportunity,Discovery
7532535-0,800Do000000xf3fIAA,Auto,"Leland, Inc",7090082,2023-03-20,2024-03-19,006Do000002RdwbIAC,Renewal Opportunity,Discovery
5888504-0,800Do000000xf3pIAA,Auto,CFP Construction,7090083,2023-04-01,2025-03-31,006Do000002RdxAIAS,Renewal Opportunity,Discovery
4692064-0,800Do000000xf3zIAA,Auto,Silver 2 Gold Plumbing LLC,7090085,2023-04-01,2025-03-31,006Do000002RdyDIAS,Renewal Opportunity,Discovery
939796-0,800Do000000xf49IAA,Auto,G & C Industrial Electric,7090087,2023-04-01,2025-03-31,006Do000002RdzBIAS,Renewal Opportunity,Discovery
1411613-0,800Do000000xf4EIAQ,Auto,B & C Painting & Decorating,7090088,2023-03-17,2024-03-16,006Do000002RdzfIAC,Renewal Opportunity,Discovery
575271-0,800Do000000xf4JIAQ,Auto,"Northern Pacific Drywall, Inc.",7090089,2023-04-03,2025-04-02,006Do000002Re0iIAC,Renewal Opportunity,Discovery
444425-0,800Do000000xf4dIAA,Auto,Mid State Welding Inc.,7090090,2023-06-01,2025-05-31,006Do000002Re2PIAS,Renewal Opportunity,Discovery
1306992-0,800Do000000xf4nIAA,Auto,"Universal Cabling Systems, Inc.",7090092,2023-04-01,2025-03-31,006Do000002Re3wIAC,Renewal Opportunity,Discovery
4246959-0,800Do000000xf4sIAA,Auto,"G2K Construction, Inc.",7090093,2023-04-01,2025-03-31,006Do000002Re4fIAC,Renewal Opportunity,Discovery
951734-0,800Do000000xf4xIAA,Auto,"D.R.S.C. Concrete Co., Inc.",7090094,2023-04-01,2025-03-31,006Do000002Re4zIAC,Renewal Opportunity,Discovery
256942-0,800Do000000xf52IAA,Auto,Avakian Design,7090095,2023-03-17,2024-03-16,006Do000002Re54IAC,Renewal Opportunity,Discovery
9017213-0,800Do000000xf5HIAQ,Auto,Surprise Granite,7090096,2023-04-01,2024-03-31,006Do000002Re5OIAS,Renewal Opportunity,Discovery
7906996-0,800Do000000xf5RIAQ,Auto,All N' One Plumbing,7090097,2023-04-01,2025-03-31,006Do000002Re5iIAC,Renewal Opportunity,Discovery
456486-0,800Do000000xf94IAA,Auto,"AlumiRamp, Inc.",7090101,2023-04-01,2025-03-31,006Do000002Rey4IAC,Renewal Opportunity,Discovery
9036898-0,800Do000000xf9EIAQ,Auto,KC Architectural Metal,7090103,2023-04-01,2024-03-31,006Do000002Rf1mIAC,Renewal Opportunity,Discovery
9041717-0,800Do000000xf9JIAQ,Auto,Pour It Out Concrete,7090104,2023-03-30,2025-03-29,006Do000002Rf2LIAS,Renewal Opportunity,Discovery
9040180-0,800Do000000xf9OIAQ,Manual,Virginia Home Solution LLC,7090105,2023-03-28,2024-03-27,006Do000002Rf2QIAS,Renewal Opportunity,Discovery
8890957-0,800Do000000xf9YIAQ,Manual,"Gensler, Inc.",7090106,2023-05-01,2024-04-30,006Do000002Rf39IAC,Renewal Opportunity,Discovery
471726-0,800Do000000xf9sIAA,Manual,Elite Construction Resources LLC,7090110,2023-01-01,2024-12-31,006Do000002Rf5jIAC,Renewal Opportunity,Discovery
9037707-0,800Do000000xfNvIAI,Manual,"Dutton Plumbing, Inc.",7090451,2023-04-01,2024-03-31,006Do000002RfmJIAS,Renewal Opportunity,Discovery
7241795-0,800Do000000xfRTIAY,Auto,Tesla Electric LLC,7090453,2023-04-01,2025-03-31,006Do000002RfmTIAS,Renewal Opportunity,Discovery
687226-0,800Do000000xfVQIAY,Auto,Zinkevich Electric,7090450,2023-04-01,2025-03-31,006Do000002RfmEIAS,Renewal Opportunity,Discovery
8381597-0,800Do000000xfaUIAQ,Auto,SafeLift Concrete Leveling LLC,7090454,2023-04-01,2024-03-31,006Do000002RfmYIAS,Renewal Opportunity,Discovery
3126144-0,800Do000000xfaZIAQ,Manual,AOP Metal Fabricators LLC,7090455,2023-03-20,2024-03-19,006Do000002RfmdIAC,Renewal Opportunity,Discovery
968584-0,800Do000000xfaeIAA,Manual,"D & R Steel Works, Inc.",7090456,2023-04-01,2025-03-31,006Do000002RfmsIAC,Renewal Opportunity,Discovery
109556-0,800Do000000xfajIAA,Auto,"Garin Plumbing, Inc.",7090457,2023-04-01,2025-03-31,006Do000002Rfn7IAC,Renewal Opportunity,Discovery
8061320-0,800Do000000xfaoIAA,Auto,Prairie Pro Services,7090458,2023-04-01,2024-03-31,006Do000002Rfn2IAC,Renewal Opportunity,Discovery
4708988-0,800Do000000xfatIAA,Auto,Daylight Specialists,7090459,2023-04-01,2025-03-31,006Do000002RfnRIAS,Renewal Opportunity,Discovery
1419221-0,800Do000000xfayIAA,Auto,"Zermer Electric, Inc.",7090460,2023-03-20,2024-03-19,006Do000002RfnqIAC,Renewal Opportunity,Discovery
8513552-0,800Do000000xfb3IAA,Manual,"Carolina Premier Window Films, Inc.",7090461,2023-04-01,2024-03-31,006Do000002Rfo0IAC,Renewal Opportunity,Discovery
599402-0,800Do000000xfbIIAQ,Auto,Meyer Contracting Corp.,7090462,2023-04-01,2024-03-31,006Do000002RfrdIAC,Renewal Opportunity,Discovery
181902-0,800Do000000xfbSIAQ,Auto,Bird Construction,7090463,2023-04-01,2025-03-31,006Do000002RftaIAC,Renewal Opportunity,Discovery
5968846-1,800Do000000xfbhIAA,Auto,Dunaway Brothers Inc.,7090464,2023-04-01,2025-03-31,006Do000002Rfx2IAC,Renewal Opportunity,Discovery
685493-0,800Do000000xfbmIAA,Auto,Elder Demo LLC,7090465,2023-04-01,2024-03-31,006Do000002Rg1TIAS,Renewal Opportunity,Discovery
240181-0,800Do000000xfc6IAA,Auto,"Brickyard Building Materials, Inc.",7090468,2023-03-20,2024-03-19,006Do000002Rg7WIAS,Renewal Opportunity,Discovery
8916639-0,800Do000000xfcGIAQ,Auto,Williams Painting Company LLC,7090469,2023-03-20,2025-03-19,006Do000002RgALIA0,Renewal Opportunity,Discovery
8479493-2,800Do000000xfcQIAQ,Manual,REP Construction,7090471,2023-04-01,2025-03-31,006Do000002RgCbIAK,Renewal Opportunity,Discovery
8293006-0,800Do000000xfcVIAQ,Manual,"eHarbor Group, Inc.",7090472,2023-04-01,2024-03-31,006Do000002RgDAIA0,Renewal Opportunity,Discovery
748572-0,800Do000000xfcfIAA,Auto,Glancy Cos.,7090474,2023-03-31,2024-03-30,006Do000002RgEcIAK,Renewal Opportunity,Discovery
271962-0,800Do000000xfcpIAA,Auto,Keystone Foundation Repair,7090476,2023-01-01,2023-12-31,006Do000002RgGTIA0,Renewal Opportunity,Discovery
9041689-0,800Do000000xfgDIAQ,Auto,Albright Detailing LLC,7090519,2023-04-01,2024-03-31,006Do000002RgMCIA0,2024 - Albright Detailing LLC - Renewal,Discovery
