BBAccts,BBAcct,BBVisit,Stats, Reviewing, Bidding,Time on App (minutes),PageViews,List Code, ProView Views, Not Interested, StartDate, EndDate,ARCV,TCV,,Expired Contracts
8713999,8713999-0,,Review:1  BId:2  Tmins: PageViews:,1,2,,,Prime Subcontractors,3294,0,8/1/2021,7/31/2023,"$9,234.00 ","$18,468.00 ",,
8717291,8717291-0,,Review:11  BId:1  Tmins: PageViews:,11,1,,,SubContractor/Supplier,6005,0,8/1/2021,7/31/2023,"$11,244.00 ","$22,488.00 ",,
8723675,8723675-0,5/8/2023 6:40,Review:3  BId:0  Tmins:1 PageViews:1,3,0,1,1,SubContractor/Supplier,4389,1,8/1/2021,7/31/2023,"$1,740.00 ","$3,480.00 ",,
8723935,8723935-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,General Contractors,10902,1,8/1/2021,7/31/2023,"$1,740.00 ","$3,480.00 ",,
8725076,8725076-0,5/7/2023 22:10,Review:2  BId:0  Tmins:12 PageViews:1,2,0,12,1,SubContractor/Supplier,2755,0,8/1/2021,7/31/2023,"$2,880.00 ","$5,760.00 ",,
8874819,8874819-0,3/20/2023 22:26,Review:21  BId:2  Tmins:12 PageViews:0,21,2,12,0,Prime Subcontractors,1994,34,8/1/2022,7/31/2023,"$1,740.00 ","$3,480.00 ",,
8892561,8892561-0,2/5/2023 20:03,Review:3  BId:6  Tmins:1 PageViews:1,3,6,1,1,SubContractor/Supplier,639,0,8/1/2022,7/31/2023,"$1,200.00 ","$2,400.00 ",,
8949883,8949883-0,5/15/2023 17:06,Review:72  BId:151  Tmins:32 PageViews:0,72,151,32,0,SubContractor/Supplier,2225,0,8/1/2022,7/31/2023,"$9,720.00 ","$19,440.00 ",,
8951071,8951071-0,4/29/2023 23:46,Review:39  BId:8  Tmins:68 PageViews:23,39,8,68,23,SubContractor/Supplier,4413,7,8/1/2022,7/31/2023,"$1,200.00 ","$2,400.00 ",,
8952589,8952589-0,,Review:6  BId:1  Tmins: PageViews:,6,1,,,SubContractor/Supplier,608,0,8/1/2022,7/31/2023,"$5,100.00 ","$10,200.00 ",,
8955612,8955612-0,3/23/2023 12:58,Review:1  BId:3  Tmins:7 PageViews:6,1,3,7,6,SubContractor/Supplier,1306,0,8/1/2022,7/31/2023,"$1,200.00 ","$2,400.00 ",,
95179,95179-0,5/16/2023 4:47,Review:0  BId:0  Tmins:2 PageViews:1,0,0,2,1,Prime Subcontractors,47305,0,9/1/2021,8/31/2023,"$2,748.00 ","$5,496.00 ",,
114015,114015-0,5/11/2023 13:41,Review:1  BId:0  Tmins:3 PageViews:2,1,0,3,2,SubContractor/Supplier,36271,1,9/1/2021,8/31/2023,"$2,772.00 ","$5,544.00 ",,
127936,127936-0,5/5/2023 13:17,Review:0  BId:0  Tmins:3 PageViews:2,0,0,3,2,SubContractor/Supplier,30943,101,9/1/2021,8/31/2023,"$2,880.00 ","$5,760.00 ",,
206752,206752-0,2/9/2023 14:32,Review:8  BId:0  Tmins:46 PageViews:18,8,0,46,18,SubContractor/Supplier,335918,0,9/1/2021,8/31/2023,"$2,856.00 ","$5,712.00 ",,
314847,314847-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,Prime Subcontractors,11492,0,9/1/2021,8/31/2023,"$1,668.00 ","$3,336.00 ",,
461695,461695-0,5/3/2023 12:53,Review:3  BId:0  Tmins:28 PageViews:5,3,0,28,5,SubContractor/Supplier,69241,1,9/1/2021,8/31/2023,"$2,713.20 ","$5,426.40 ",,
594837,594837-0,3/8/2023 12:20,Review:8  BId:0  Tmins:15 PageViews:3,8,0,15,3,Prime Subcontractors,7009,0,9/1/2021,8/31/2023,"$1,740.00 ","$3,480.00 ",,
769020,769020-0,,Review:2  BId:1  Tmins: PageViews:,2,1,,,SubContractor/Supplier,19598,43,9/1/2021,8/31/2023,"$1,668.00 ","$3,336.00 ",,
3420762,3420762-0,,Review:2  BId:2  Tmins: PageViews:,2,2,,,SubContractor/Supplier,1827,0,9/1/2021,8/31/2023,"$3,960.00 ","$7,920.00 ",,
4678591,4678591-0,5/16/2023 14:04,Review:142  BId:6  Tmins:2 PageViews:1,142,6,2,1,SubContractor/Supplier,16310,1,9/1/2021,8/31/2023,"$3,195.00 ","$3,195.00 ",,
4711275,4711275-0,,Review:3  BId:0  Tmins: PageViews:,3,0,,,SubContractor/Supplier,12091,0,9/1/2021,8/31/2023,"$1,200.00 ","$2,400.00 ",,
4880411,4880411-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,General Contractors,81564,0,9/1/2021,8/31/2023,"$1,740.00 ","$3,480.00 ",,
4884856,4884856-0,4/25/2023 20:04,Review:8  BId:1  Tmins:15 PageViews:11,8,1,15,11,Prime Subcontractors,3407,0,9/1/2021,8/31/2023,"$1,200.00 ","$2,400.00 ",,
5337816,5337816-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,Prime Subcontractors,16703,0,9/1/2021,8/31/2023,"$3,252.00 ","$6,504.00 ",,
5617562,5617562-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,9726,0,9/1/2021,8/31/2023,"$2,772.00 ","$5,544.00 ",,
6332708,6332708-0,4/6/2023 9:44,Review:39  BId:0  Tmins:11 PageViews:8,39,0,11,8,SubContractor/Supplier,7651,1,9/1/2021,8/31/2023,"$2,772.00 ","$5,544.00 ",,
6615989,6615989-0,,Review:23  BId:0  Tmins: PageViews:,23,0,,,Prime Subcontractors,3185,8,9/1/2021,8/31/2023,"$1,740.00 ","$3,480.00 ",,
6808021,6808021-0,1/26/2023 19:19,Review:43  BId:0  Tmins:13 PageViews:7,43,0,13,7,Prime Subcontractors,3662,11,9/1/2021,8/31/2023,"$1,595.00 ","$3,480.00 ",,
7009612,7009612-0,1/20/2023 10:15,Review:1  BId:3  Tmins:8 PageViews:1,1,3,8,1,SubContractor/Supplier,7840,0,9/1/2021,8/31/2023,"$1,200.00 ","$2,400.00 ",,
7083023,7083023-0,5/1/2023 14:22,Review:0  BId:0  Tmins:8 PageViews:2,0,0,8,2,SubContractor/Supplier,6154,0,9/1/2021,8/31/2023,"$1,200.00 ","$2,400.00 ",,
7161474,7161474-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,8781,0,9/1/2021,8/31/2023,"$4,608.00 ","$9,216.00 ",,
7167867,7167867-0,2/21/2023 16:36,Review:5  BId:2  Tmins:5 PageViews:0,5,2,5,0,Prime Subcontractors,12054,67,9/1/2021,8/31/2023,"$5,472.00 ","$10,944.00 ",,
7273226,7273226-0,5/16/2023 10:31,Review:224  BId:0  Tmins:695 PageViews:332,224,0,695,332,SubContractor/Supplier,13196,10,9/1/2021,8/31/2023,"$1,668.00 ","$3,336.00 ",,
7275239,7275239-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,General Contractors,28506,0,9/1/2021,8/31/2023,"$4,140.00 ","$8,280.00 ",,
7375481,7375481-0,3/1/2023 17:08,Review:36  BId:0  Tmins:4 PageViews:3,36,0,4,3,General Contractors,40674,1,9/1/2021,8/31/2023,"$1,740.00 ","$3,480.00 ",,
7673540,7673540-0,3/28/2023 11:36,Review:8  BId:0  Tmins:13 PageViews:8,8,0,13,8,SubContractor/Supplier,4548,1,9/1/2021,8/31/2023,"$4,110.00 ","$8,220.00 ",,
7880744,7880744-0,5/11/2023 16:59,Review:7  BId:3  Tmins:10 PageViews:7,7,3,10,7,SubContractor/Supplier,5802,2,9/1/2021,8/31/2023,"$4,560.00 ","$9,120.00 ",,
7965566,7965566-0,,Review:0  BId:1  Tmins: PageViews:,0,1,,,General Contractors,29962,0,9/1/2021,8/31/2023,"$4,968.00 ","$9,936.00 ",,
7982756,7982756-0,5/11/2023 14:37,Review:118  BId:48  Tmins:601 PageViews:283,118,48,601,283,SubContractor/Supplier,2816,1,9/1/2021,8/31/2023,"$2,940.00 ","$5,880.00 ",,
7985873,7985873-0,5/16/2023 15:08,Review:18  BId:0  Tmins:21 PageViews:13,18,0,21,13,General Contractors,33293,9,9/1/2021,8/31/2023,"$11,972.85 ","$23,945.70 ",,
8269074,8269074-0,,Review:9  BId:0  Tmins: PageViews:,9,0,,,SubContractor/Supplier,1530,0,9/1/2021,8/31/2023,"$4,662.00 ","$9,324.00 ",,
8301805,8301805-0,,Review:9  BId:1  Tmins: PageViews:,9,1,,,SubContractor/Supplier,12115,1,9/1/2021,8/31/2023,"$1,668.00 ","$3,336.00 ",,
8306277,8306277-0,,Review:2  BId:0  Tmins: PageViews:,2,0,,,SubContractor/Supplier,9979,0,9/1/2021,8/31/2023,"$1,740.00 ","$1,740.00 ",,
8308643,8308643-0,3/7/2023 16:59,Review:4  BId:4  Tmins:6 PageViews:5,4,4,6,5,SubContractor/Supplier,7254,0,9/1/2021,8/31/2023,"$3,120.00 ","$6,240.00 ",,
8330078,8330078-0,,Review:4  BId:2  Tmins: PageViews:,4,2,,,SubContractor/Supplier,11614,0,9/1/2021,8/31/2023,"$3,069.00 ","$6,138.00 ",,
8525121,8525121-0,,Review:4  BId:0  Tmins: PageViews:,4,0,,,SubContractor/Supplier,1483,1,9/1/2021,8/31/2023,"$1,200.00 ","$2,400.00 ",,
8544793,8544793-0,5/16/2023 17:27,Review:30  BId:0  Tmins:61 PageViews:20,30,0,61,20,General Contractors,40698,0,9/1/2021,8/31/2023,"$4,035.00 ","$8,070.00 ",,
8596224,8596224-0,,Review:5  BId:0  Tmins: PageViews:,5,0,,,Prime Subcontractors,14292,1,9/1/2021,8/31/2023,"$3,852.00 ","$7,704.00 ",,
8607694,8607694-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,2512,0,9/1/2021,8/31/2023,"$1,980.00 ","$3,960.00 ",,
8612484,8612484-0,4/1/2023 14:51,Review:4  BId:2  Tmins:12 PageViews:3,4,2,12,3,Prime Subcontractors,2931,0,9/1/2021,8/31/2023,"$4,452.00 ","$8,904.00 ",,
8618439,8618439-0,,Review:53  BId:0  Tmins: PageViews:,53,0,,,SubContractor/Supplier,3737,0,9/1/2021,8/31/2023,"$2,772.00 ","$5,544.00 ",,
8620999,8620999-0,,Review:2  BId:3  Tmins: PageViews:,2,3,,,SubContractor/Supplier,1873,4,9/1/2021,8/31/2023,"$5,004.00 ","$10,008.00 ",,
8628343,8628343-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,Prime Subcontractors,8123,0,9/1/2021,8/31/2023,"$2,772.00 ","$5,544.00 ",,
8637325,8637325-0,2/2/2023 11:57,Review:19  BId:1  Tmins:19 PageViews:7,19,1,19,7,SubContractor/Supplier,7575,0,9/1/2021,8/31/2023,"$2,370.00 ","$4,740.00 ",,
8638089,8638089-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,2440,3,9/1/2021,8/31/2023,"$1,200.00 ","$2,400.00 ",,
8670844,8670844-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,1485,0,9/1/2021,8/31/2023,"$2,262.00 ","$4,524.00 ",,
8688896,8688896-0,2/6/2023 5:38,Review:14  BId:0  Tmins:4 PageViews:3,14,0,4,3,Prime Subcontractors,25935,2,9/1/2021,8/31/2023,"$1,668.00 ","$3,336.00 ",,
8704809,8704809-0,5/5/2023 9:19,Review:11  BId:2  Tmins:15 PageViews:12,11,2,15,12,SubContractor/Supplier,14776,0,9/1/2021,8/31/2023,"$9,177.30 ","$18,354.60 ",,
8708716,8708716-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,Prime Subcontractors,2661,0,9/1/2021,8/31/2023,"$5,220.00 ","$10,440.00 ",,
8709588,8709588-0,,Review:9  BId:1  Tmins: PageViews:,9,1,,,SubContractor/Supplier,7580,0,9/1/2021,8/31/2023,"$1,668.00 ","$3,336.00 ",,
8709678,8709678-0,,Review:1  BId:1  Tmins: PageViews:,1,1,,,SubContractor/Supplier,1246,0,9/1/2021,8/31/2023,"$2,772.00 ","$5,544.00 ",,
8722437,8722437-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,6844,0,9/1/2021,8/31/2023,"$1,668.00 ","$3,336.00 ",,
8724365,8724365-0,3/29/2023 19:16,Review:14  BId:1  Tmins:6 PageViews:4,14,1,6,4,SubContractor/Supplier,3002,0,9/1/2021,8/31/2023,"$2,400.00 ","$4,800.00 ",,
8727619,8727619-0,1/5/2023 1:46,Review:2  BId:0  Tmins:1 PageViews:0,2,0,1,0,SubContractor/Supplier,5187,0,9/1/2021,8/31/2023,"$1,595.00 ","$3,480.00 ",,
8727986,8727986-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,751,0,9/1/2021,8/31/2023,"$7,266.00 ","$14,532.00 ",,
8728976,8728976-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,380,0,9/1/2021,8/31/2023,"$3,336.00 ","$6,672.00 ",,
8730404,8730404-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,General Contractors,14491,0,9/1/2021,8/31/2023,"$2,400.00 ","$4,800.00 ",,
8735870,8735870-0,3/8/2023 12:47,Review:9  BId:0  Tmins:16 PageViews:4,9,0,16,4,SubContractor/Supplier,1736,0,9/1/2021,8/31/2023,"$2,880.00 ","$2,880.00 ",,
8735913,8735913-0,,Review:3  BId:1  Tmins: PageViews:,3,1,,,SubContractor/Supplier,3515,0,9/1/2021,8/31/2023,"$2,856.00 ","$5,712.00 ",,
8738741,8738741-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,Prime Subcontractors,3319,0,9/1/2021,8/31/2023,"$2,880.00 ","$5,760.00 ",,
8738804,8738804-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,3989,4,9/1/2021,8/31/2023,"$2,880.00 ","$5,760.00 ",,
8740309,8740309-0,,Review:5  BId:2  Tmins: PageViews:,5,2,,,SubContractor/Supplier,963,1,9/1/2021,8/31/2023,"$5,220.00 ","$10,440.00 ",,
8743252,8743252-0,,Review:1  BId:1  Tmins: PageViews:,1,1,,,SubContractor/Supplier,5084,0,9/1/2021,8/31/2023,"$2,340.00 ","$4,680.00 ",,
103176,103176-0,,Review:  BId:  Tmins: PageViews:,,,,,SubContractor/Supplier,7706,,10/1/2021,9/30/2023,"$5,676.00 ","$11,352.00 ",,
245029,245029-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,4435,2,10/1/2021,9/30/2023,"$2,640.00 ","$5,760.00 ",,
310313,310313-0,2/16/2023 2:47,Review:7  BId:0  Tmins:4 PageViews:2,7,0,4,2,SubContractor/Supplier,5963,0,10/1/2021,9/30/2023,"$1,740.00 ","$3,480.00 ",,
491081,491081-0,,Review:5  BId:0  Tmins: PageViews:,5,0,,,SubContractor/Supplier,25249,1,10/1/2021,9/30/2023,"$3,360.00 ","$6,720.00 ",,
624991,624991-0,5/11/2023 9:19,Review:4  BId:2  Tmins:1 PageViews:1,4,2,1,1,Prime Subcontractors,4877,1,10/1/2021,9/30/2023,"$5,172.00 ","$10,344.00 ",,
780342,780342-0,5/4/2023 14:37,Review:13  BId:9  Tmins:23 PageViews:16,13,9,23,16,SubContractor/Supplier,1769,0,10/1/2021,9/30/2023,"$1,668.00 ","$3,336.00 ",,
2438999,2438999-0,3/6/2023 9:13,Review:31  BId:13  Tmins:5 PageViews:2,31,13,5,2,SubContractor/Supplier,22078,6,10/1/2021,9/30/2023,"$3,240.00 ","$6,480.00 ",,
2818626,2818626-0,5/16/2023 6:59,Review:1  BId:0  Tmins:1 PageViews:0,1,0,1,0,SubContractor/Supplier,2686,0,10/1/2021,9/30/2023,"$1,100.00 ","$2,400.00 ",,
3691598,3691598-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,4819,0,10/1/2021,9/30/2023,"$1,740.00 ","$3,480.00 ",,
4509960,4509960-0,,Review:4  BId:0  Tmins: PageViews:,4,0,,,SubContractor/Supplier,4632,0,10/1/2021,9/30/2023,"$1,740.00 ","$3,480.00 ",,
4592764,4592764-0,,Review:4  BId:0  Tmins: PageViews:,4,0,,,SubContractor/Supplier,18310,1,10/1/2021,9/30/2023,"$2,880.00 ","$5,760.00 ",,
4651506,4651506-0,4/6/2023 16:06,Review:1  BId:0  Tmins:7 PageViews:0,1,0,7,0,SubContractor/Supplier,1302,0,10/1/2021,9/30/2023,"$2,262.00 ","$4,524.00 ",,
5564088,5564088-0,5/9/2023 11:10,Review:17  BId:4  Tmins:66 PageViews:24,17,4,66,24,SubContractor/Supplier,25705,2,10/1/2021,9/30/2023,"$1,980.00 ","$3,960.00 ",,
5813390,5813390-0,3/7/2023 15:56,Review:6  BId:7  Tmins:8 PageViews:4,6,7,8,4,SubContractor/Supplier,5906,0,10/1/2021,9/30/2023,"$2,880.00 ","$5,760.00 ",,
5881070,5881070-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,SubContractor/Supplier,23622,0,10/1/2021,9/30/2023,"$3,000.00 ","$6,000.00 ",,
5912839,5912839-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,5630,0,10/1/2021,9/30/2023,"$9,720.00 ","$19,440.00 ",,
6007006,6007006-0,,Review:3  BId:0  Tmins: PageViews:,3,0,,,SubContractor/Supplier,21905,2,10/1/2021,9/30/2023,"$3,255.00 ","$6,510.00 ",,
6343726,6343726-0,3/28/2023 9:03,Review:2  BId:0  Tmins:4 PageViews:0,2,0,4,0,SubContractor/Supplier,10422,0,10/1/2021,9/30/2023,"$2,340.00 ","$4,680.00 ",,
6497826,6497826-0,,Review:2  BId:0  Tmins: PageViews:,2,0,,,General Contractors,2413,1,10/1/2021,9/30/2023,"$3,480.00 ","$6,960.00 ",,
6536905,6536905-0,2/1/2023 21:40,Review:4  BId:2  Tmins:32 PageViews:13,4,2,32,13,Prime Subcontractors,13211,4,10/1/2021,9/30/2023,"$2,700.00 ","$2,700.00 ",,
6692288,6692288-0,5/16/2023 0:39,Review:7  BId:12  Tmins:17 PageViews:3,7,12,17,3,SubContractor/Supplier,5003,0,10/1/2021,9/30/2023,"$2,940.00 ","$2,940.00 ",,
6704343,6704343-0,3/16/2023 17:01,Review:2  BId:0  Tmins:2 PageViews:2,2,0,2,2,SubContractor/Supplier,6798,5,10/1/2021,9/30/2023,"$1,740.00 ","$3,480.00 ",,
6722831,6722831-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,General Contractors,27240,0,10/1/2021,9/30/2023,"$1,740.00 ","$1,740.00 ",,
6780962,6780962-0,2/8/2023 14:06,Review:10  BId:0  Tmins:4 PageViews:2,10,0,4,2,SubContractor/Supplier,6336,0,10/1/2021,9/30/2023,"$4,140.00 ","$8,280.00 ",,
6809964,6809964-0,1/31/2023 12:17,Review:2  BId:0  Tmins:1 PageViews:0,2,0,1,0,SubContractor/Supplier,10437,0,10/1/2021,9/30/2023,"$2,880.00 ","$5,760.00 ",,
7041928,7041928-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,7971,0,10/1/2021,9/30/2023,"$4,110.00 ","$8,220.00 ",,
7057624,7057624-0,5/15/2023 19:55,Review:2  BId:7  Tmins:55 PageViews:11,2,7,55,11,General Contractors,19014,0,10/1/2021,9/30/2023,"$1,980.00 ","$3,960.00 ",,
7279695,7279695-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,SubContractor/Supplier,3817,1,10/1/2021,9/30/2023,"$5,280.00 ","$10,560.00 ",,
7313698,7313698-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,8213,0,10/1/2021,9/30/2023,"$1,200.00 ","$2,400.00 ",,
7405196,7405196-0,1/6/2023 15:52,Review:9  BId:6  Tmins:2 PageViews:1,9,6,2,1,SubContractor/Supplier,5791,0,10/1/2021,9/30/2023,"$2,940.00 ","$2,940.00 ",,
7426944,7426944-0,4/17/2023 14:55,Review:21  BId:0  Tmins:101 PageViews:47,21,0,101,47,General Contractors,16525,0,10/1/2021,9/30/2023,"$6,420.00 ","$12,840.00 ",,
7645476,7645476-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,4049,0,10/1/2021,9/30/2023,"$1,740.00 ","$1,740.00 ",,
7810556,7810556-0,5/10/2023 15:27,Review:2  BId:0  Tmins:9 PageViews:1,2,0,9,1,SubContractor/Supplier,5942,0,10/1/2021,9/30/2023,"$3,120.00 ","$6,240.00 ",,
7812332,7812332-0,5/8/2023 15:54,Review:163  BId:29  Tmins:390 PageViews:167,163,29,390,167,Prime Subcontractors,5312,34,10/1/2021,9/30/2023,"$5,220.00 ","$10,440.00 ",,
7927130,7927130-0,4/20/2023 13:12,Review:6  BId:0  Tmins:2 PageViews:1,6,0,2,1,General Contractors,4349,0,10/1/2021,9/30/2023,"$2,340.00 ","$4,680.00 ",,
7934602,7934602-0,3/28/2023 16:40,Review:5  BId:1  Tmins:4 PageViews:4,5,1,4,4,SubContractor/Supplier,5627,0,10/1/2021,9/30/2023,"$2,880.00 ","$5,760.00 ",,
7936755,7936755-0,5/16/2023 22:01,Review:9  BId:0  Tmins:7 PageViews:7,9,0,7,7,Prime Subcontractors,8197,0,10/1/2021,9/30/2023,"$2,880.00 ","$5,760.00 ",,
7965618,7965618-0,5/2/2023 9:54,Review:18  BId:5  Tmins:101 PageViews:40,18,5,101,40,SubContractor/Supplier,2810,3,10/1/2021,9/30/2023,"$1,866.00 ","$3,732.00 ",,
7976575,7976575-0,,Review:6  BId:0  Tmins: PageViews:,6,0,,,SubContractor/Supplier,15199,1,10/1/2021,9/30/2023,"$3,480.00 ","$6,960.00 ",,
7985666,7985666-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,8478,0,10/1/2021,9/30/2023,"$2,880.00 ","$5,760.00 ",,
8299085,8299085-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,12797,0,10/1/2021,9/30/2023,"$4,080.00 ","$8,160.00 ",,
8301127,8301127-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,10030,0,10/1/2021,9/30/2023,"$3,000.00 ","$6,000.00 ",,
8328873,8328873-0,4/25/2023 12:54,Review:2  BId:0  Tmins:9 PageViews:1,2,0,9,1,General Contractors,37576,1,10/1/2021,9/30/2023,"$2,880.00 ","$5,760.00 ",,
8331469,8331469-0,3/24/2023 9:41,Review:39  BId:17  Tmins:8 PageViews:6,39,17,8,6,SubContractor/Supplier,2493,11,10/1/2021,9/30/2023,"$1,200.00 ","$2,400.00 ",,
8347695,8347695-0,2/15/2023 18:52,Review:5  BId:1  Tmins:10 PageViews:1,5,1,10,1,SubContractor/Supplier,2556,7,10/1/2021,9/30/2023,"$2,400.00 ","$4,800.00 ",,
8546770,8546770-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,5375,0,10/1/2021,9/30/2023,"$1,740.00 ","$1,740.00 ",,
8567691,8567691-0,4/5/2023 16:40,Review:17  BId:0  Tmins:10 PageViews:0,17,0,10,0,SubContractor/Supplier,8992,2,10/1/2021,9/30/2023,"$1,200.00 ","$2,400.00 ",,
8576142,8576142-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,SubContractor/Supplier,3388,0,10/1/2021,9/30/2023,"$4,140.00 ","$8,280.00 ",,
8608657,8608657-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,1535,0,10/1/2021,9/30/2023,"$2,880.00 ","$5,760.00 ",,
8627673,8627673-0,5/16/2023 13:24,Review:91  BId:1  Tmins:68 PageViews:21,91,1,68,21,SubContractor/Supplier,4076,4,10/1/2021,9/30/2023,"$1,740.00 ","$3,480.00 ",,
8660978,8660978-0,,Review:6  BId:1  Tmins: PageViews:,6,1,,,SubContractor/Supplier,1176,2,10/1/2021,9/30/2023,"$9,120.00 ","$18,240.00 ",,
8714030,8714030-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,3333,0,10/1/2021,9/30/2023,"$1,740.00 ","$3,480.00 ",,
8726336,8726336-0,4/8/2023 7:11,Review:3  BId:8  Tmins:8 PageViews:7,3,8,8,7,Prime Subcontractors,7745,0,10/1/2021,9/30/2023,"$5,220.00 ","$10,440.00 ",,
8734768,8734768-0,,Review:0  BId:1  Tmins: PageViews:,0,1,,,Prime Subcontractors,6517,0,10/1/2021,9/30/2023,"$1,740.00 ","$3,480.00 ",,
8754916,8754916-0,,Review:9  BId:1  Tmins: PageViews:,9,1,,,SubContractor/Supplier,3001,0,10/1/2021,9/30/2023,"$9,720.00 ","$19,440.00 ",,
8758247,8758247-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,1050,0,10/1/2021,9/30/2023,"$1,200.00 ","$2,400.00 ",,
8758883,8758883-0,,Review:9  BId:8  Tmins: PageViews:,9,8,,,Prime Subcontractors,1409,1,10/1/2021,9/30/2023,"$1,450.00 ","$1,740.00 ",,
8760568,8760568-0,4/28/2023 16:50,Review:0  BId:0  Tmins:1 PageViews:0,0,0,1,0,Architects,2072,0,10/1/2021,9/30/2023,"$2,880.00 ","$5,760.00 ",,
8760600,8760600-0,,Review:2  BId:1  Tmins: PageViews:,2,1,,,SubContractor/Supplier,1074,0,10/1/2021,9/30/2023,"$4,080.00 ","$8,160.00 ",,
8762068,8762068-0,5/15/2023 8:59,Review:111  BId:62  Tmins:163 PageViews:80,111,62,163,80,Prime Subcontractors,3248,2,10/1/2021,9/30/2023,"$1,200.00 ","$2,400.00 ",,
8762136,8762136-0,3/14/2023 16:00,Review:4  BId:0  Tmins:1 PageViews:1,4,0,1,1,SubContractor/Supplier,3223,0,10/1/2021,9/30/2023,"$1,200.00 ","$2,400.00 ",,
8764634,8764634-0,5/4/2023 21:11,Review:14  BId:42  Tmins:26 PageViews:15,14,42,26,15,SubContractor/Supplier,5894,22,10/1/2021,9/30/2023,"$1,200.00 ","$2,400.00 ",,
8767602,8767602-0,5/10/2023 10:05,Review:52  BId:8  Tmins:235 PageViews:66,52,8,235,66,Prime Subcontractors,15914,3,10/1/2021,9/30/2023,"$3,126.00 ","$6,252.00 ",,
8768478,8768478-0,3/29/2023 17:53,Review:7  BId:0  Tmins:6 PageViews:6,7,0,6,6,SubContractor/Supplier,27287,0,10/1/2021,9/30/2023,"$1,740.00 ","$3,480.00 ",,
10808,10808-0,3/9/2023 12:02,Review:4  BId:0  Tmins:6 PageViews:2,4,0,6,2,SubContractor/Supplier,2728,1,11/1/2021,10/31/2023,$870.00 ,"$1,740.00 ",,
885339,885339-0,3/21/2023 16:53,Review:4  BId:1  Tmins:3 PageViews:2,4,1,3,2,General Contractors,31516,0,11/1/2021,10/31/2023,"$1,740.00 ","$1,740.00 ",,
2632598,2632598-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,General Contractors,72329,0,11/1/2021,10/31/2023,"$1,740.00 ","$1,740.00 ",,
2916114,2916114-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,Prime Subcontractors,19838,0,11/1/2021,10/31/2023,"$1,740.00 ","$3,480.00 ",,
3419291,3419291-0,,Review:6  BId:12  Tmins: PageViews:,6,12,,,SubContractor/Supplier,5972,0,11/1/2021,10/31/2023,"$1,740.00 ","$3,480.00 ",,
3422359,3422359-0,3/21/2023 10:50,Review:2  BId:4  Tmins:3 PageViews:2,2,4,3,2,SubContractor/Supplier,14255,0,11/1/2021,10/31/2023,"$1,200.00 ","$2,400.00 ",,
4210677,4210677-0,1/22/2023 15:06,Review:27  BId:0  Tmins:11 PageViews:2,27,0,11,2,SubContractor/Supplier,3020,0,11/1/2021,10/31/2023,"$1,740.00 ","$3,480.00 ",,
